site_id,country,latitude,longitude,As_ugL,Pb_ugL,Cd_ugL,Cr_ugL,Hg_ugL,HPI,HEI,MI,risk_category,water_safe
S0242,USA,40.3209,-93.0764,3.726,2.49,1.07,24.48,0.138,32.12,1.61,0.49,Low,Yes
S0243,USA,35.5628,-100.3205,1.131,13.929,1.969,27.933,0.493,64.28,3.21,1.39,Moderate,Borderline
S0244,USA,36.1631,-95.8393,1.423,4.985,1.765,8.313,0.286,33.63,1.68,0.59,Low,Yes
S0245,USA,45.8473,-91.266,3.141,5.971,0.854,33.584,0.313,43.61,2.18,0.67,Low,Yes
S0246,USA,36.3106,-97.5542,4.32,2.163,1.518,30.763,0.364,42.67,2.13,0.62,Low,Yes
S0247,USA,38.4209,-97.7791,2.076,2.378,4.725,26.972,0.197,55.14,2.76,1.57,Low,Yes
S0248,USA,36.1569,-93.7251,3.126,2.334,1.394,6.732,0.241,27.73,1.39,0.46,Low,Yes
S0249,USA,37.3377,-93.6649,4.341,3.574,1.554,10.151,0.347,37.19,1.86,0.52,Low,Yes
S0250,USA,38.6466,-88.3424,1.692,1.703,0.557,11.188,0.637,27.72,1.39,0.64,Low,Yes
S0252,USA,40.7335,-94.6039,5.928,3.911,1.725,10.503,0.63,47.98,2.4,0.63,Low,Yes
S0253,USA,36.4462,-97.0946,5.821,17.019,1.001,75.933,0.144,85.61,4.28,1.7,Moderate,Borderline
S0254,USA,36.1157,-90.9615,6.983,2.927,0.931,7.061,0.379,36.43,1.82,0.7,Low,Yes
S0255,USA,40.8682,-92.096,1.05,4.97,0.31,28.184,0.14,28.18,1.41,0.56,Low,Yes
S0256,USA,41.1898,-93.7561,5.51,4.108,1.508,27.268,0.217,44.54,2.23,0.55,Low,Yes
S0257,USA,38.068,-94.346,5.552,4.925,1.342,9.694,0.53,44.38,2.22,0.56,Low,Yes
S0258,USA,35.1091,-98.0242,2.449,3.549,1.213,7.309,0.33,29.61,1.48,0.4,Low,Yes
S0259,USA,40.325,-93.2097,2.632,2.584,1.445,13.085,0.517,35.64,1.78,0.52,Low,Yes
S0260,USA,32.4222,-93.1464,4.972,5.668,0.638,25.968,1.208,60.08,3.0,1.21,Moderate,Borderline
S0261,USA,38.049,-99.6944,1.234,2.938,1.899,32.029,0.595,45.72,2.29,0.64,Low,Yes
S0262,USA,38.4078,-99.6067,1.404,6.993,1.647,30.741,1.329,66.65,3.33,1.33,Moderate,Borderline
S0263,USA,40.6444,-96.7927,4.397,4.926,0.326,23.712,0.123,32.76,1.64,0.49,Low,Yes
S0264,USA,40.2142,-88.9399,4.748,4.522,2.083,18.269,0.334,46.41,2.32,0.69,Low,Yes
S0265,USA,39.1109,-94.5225,6.575,4.166,2.092,24.485,0.529,55.8,2.79,0.7,Low,Yes
S0266,USA,36.8016,-96.9593,5.049,3.239,0.601,25.727,0.489,40.65,2.03,0.51,Low,Yes
S0267,USA,38.2123,-98.0659,4.596,5.231,1.502,81.164,0.466,71.45,3.57,1.62,Moderate,Borderline
S0268,USA,38.2446,-93.6101,6.766,3.931,0.577,13.31,0.45,39.56,1.98,0.68,Low,Yes
S0269,USA,35.6026,-95.4525,1.19,1.507,1.886,24.771,0.618,40.24,2.01,0.63,Low,Yes
S0270,USA,38.8886,-97.4129,2.719,17.179,1.421,18.95,0.137,59.59,2.98,1.72,Low,Yes
S0271,USA,38.0292,-94.0746,6.628,11.686,0.713,13.057,0.2,50.6,2.53,1.17,Low,Yes
S0272,USA,36.8147,-93.5617,2.67,2.958,0.719,12.694,1.168,44.49,2.22,1.17,Low,Yes
S0273,USA,35.8618,-94.0038,3.056,1.93,1.172,21.902,0.182,30.19,1.51,0.44,Low,Yes
S0274,USA,33.503,-94.9459,4.744,3.927,1.127,66.744,0.375,59.05,2.95,1.33,Low,Yes
S0275,USA,42.4977,-92.5575,5.662,2.883,1.812,31.686,0.217,46.18,2.31,0.63,Low,Yes
S0276,USA,36.8428,-89.8877,3.899,3.168,1.032,18.62,0.176,31.98,1.6,0.39,Low,Yes
S0277,USA,42.7124,-90.1221,3.938,2.379,0.97,9.237,0.211,27.02,1.35,0.39,Low,Yes
S0278,USA,35.1764,-96.6174,5.954,6.563,1.328,16.236,0.32,46.78,2.34,0.66,Low,Yes
S0279,USA,40.5392,-94.4177,5.776,5.037,0.693,12.49,0.1,33.24,1.66,0.58,Low,Yes
S0280,USA,38.6045,-91.3131,5.502,3.75,0.469,61.658,0.225,50.79,2.54,1.23,Low,Yes
S0281,USA,36.7913,-92.33,3.798,1.927,1.074,34.987,0.339,39.38,1.97,0.7,Low,Yes
S0282,USA,35.2019,-98.33,4.063,6.464,3.084,21.535,0.604,62.31,3.12,1.03,Moderate,Borderline
S0283,USA,36.8635,-96.2727,15.797,1.67,0.806,16.393,0.335,53.56,2.68,1.58,Low,Yes
S0284,USA,37.975,-96.3387,2.422,4.395,3.046,29.806,0.565,57.16,2.86,1.02,Low,Yes
S0285,USA,36.4159,-95.1926,6.769,6.599,1.401,14.526,0.668,55.25,2.76,0.68,Low,Yes
S0286,USA,34.3323,-92.1341,2.69,1.062,1.571,34.703,1.354,58.94,2.95,1.35,Low,Yes
S0287,USA,34.5395,-98.7541,6.007,2.114,3.222,9.884,0.19,45.48,2.27,1.07,Low,Yes
S0288,USA,37.2556,-103.9734,2.48,4.971,1.657,32.131,1.006,58.92,2.95,1.01,Low,Yes
S0289,USA,38.9063,-98.3523,3.467,6.308,1.937,25.732,0.214,47.04,2.35,0.65,Low,Yes
S0290,USA,34.4917,-100.6544,5.986,5.41,0.818,13.998,0.36,41.04,2.05,0.6,Low,Yes
S0291,USA,37.3685,-98.026,6.414,5.398,1.977,21.998,0.639,58.38,2.92,0.66,Low,Yes
S0292,USA,38.4001,-93.4809,1.627,3.784,2.065,7.017,1.527,57.94,2.9,1.53,Low,Yes
S0293,USA,34.1442,-94.7676,2.035,2.778,1.774,12.79,0.359,33.75,1.69,0.59,Low,Yes
S0294,USA,35.7592,-89.3369,2.359,2.517,0.947,29.621,0.31,34.11,1.71,0.59,Low,Yes
S0295,USA,35.2492,-91.8849,2.254,3.8,1.814,16.43,0.594,42.65,2.13,0.6,Low,Yes
S0296,USA,31.3908,-96.1656,6.595,6.602,4.141,17.232,0.494,70.77,3.54,1.38,Moderate,Borderline
S0297,USA,42.1704,-93.5027,1.411,1.698,1.989,7.304,0.43,31.0,1.55,0.66,Low,Yes
S0298,USA,38.2099,-93.7171,4.671,2.532,0.939,25.275,0.142,33.62,1.68,0.51,Low,Yes
S0299,USA,35.8689,-96.0488,13.353,2.009,1.303,20.073,0.675,60.94,3.05,1.34,Moderate,Borderline
S0300,USA,37.6758,-92.9218,4.779,5.514,1.519,26.945,0.188,45.25,2.26,0.55,Low,Yes
S0302,UK,53.7166,-0.7412,5.37,5.027,2.004,28.499,1.483,75.21,3.76,1.48,Moderate,Borderline
S0304,UK,58.4883,-3.428,6.388,3.359,0.33,23.073,1.668,64.28,3.21,1.67,Moderate,Borderline
S0305,UK,55.4736,-3.0741,6.559,14.592,4.4,5.339,1.471,103.19,5.16,1.47,Critical,No
S0306,UK,55.0332,-2.2231,4.265,5.257,1.928,67.045,0.599,70.7,3.53,1.34,Moderate,Borderline
S0307,UK,51.8771,-4.1365,5.904,1.572,0.907,7.506,1.394,51.88,2.59,1.39,Low,Yes
S0308,UK,48.2035,-4.0264,3.367,1.968,1.75,9.617,0.261,31.4,1.57,0.58,Low,Yes
S0313,UK,55.759,-3.1884,1.617,6.875,1.824,25.295,0.462,48.5,2.43,0.69,Low,Yes
S0314,UK,48.8387,3.483,2.656,2.358,0.72,27.412,0.136,28.51,1.43,0.55,Low,Yes
S0317,UK,48.9942,1.1762,6.504,1.86,0.828,25.935,0.575,44.12,2.21,0.65,Low,Yes
S0318,UK,55.1029,-1.5557,12.176,2.307,1.441,5.487,0.294,46.65,2.33,1.22,Low,Yes
S0319,UK,48.09,0.1262,1.807,5.989,1.47,17.061,0.568,43.58,2.18,0.6,Low,Yes
S0322,UK,52.3142,1.0439,2.834,5.035,0.867,23.972,0.447,40.05,2.0,0.5,Low,Yes
S0330,UK,51.4788,0.0293,1.351,4.571,1.339,29.09,0.148,35.37,1.77,0.58,Low,Yes
S0334,UK,51.9752,-3.2092,3.639,14.796,1.924,11.49,0.129,56.87,2.84,1.48,Low,Yes
S0337,UK,52.8369,-3.2408,2.214,1.307,1.221,16.484,0.187,25.52,1.28,0.41,Low,Yes
S0339,UK,52.536,0.4629,1.463,1.762,1.233,15.744,0.511,31.19,1.56,0.51,Low,Yes
S0341,UK,54.3312,-0.4777,5.372,3.359,0.475,28.925,0.428,40.76,2.04,0.58,Low,Yes
S0343,UK,52.2077,1.2337,5.385,4.47,1.747,6.789,0.184,37.75,1.89,0.58,Low,Yes
S0344,UK,47.3699,1.3122,4.118,1.811,1.013,9.762,0.628,35.08,1.75,0.63,Low,Yes
S0348,UK,51.3263,-2.1855,4.754,3.444,1.914,5.677,0.446,40.35,2.02,0.64,Low,Yes
S0350,UK,49.3321,3.5882,4.693,1.527,1.233,13.499,1.52,56.46,2.82,1.52,Low,Yes
S0352,UK,55.9485,-3.0918,1.295,6.384,0.697,30.773,0.505,42.41,2.12,0.64,Low,Yes
S0354,UK,53.7141,-0.7492,1.784,5.376,0.672,14.366,0.487,34.29,1.71,0.54,Low,Yes
S0357,UK,52.3051,-0.7304,5.142,5.095,1.201,20.317,0.287,42.35,2.12,0.51,Low,Yes
S0358,UK,53.6133,-0.978,4.974,5.872,0.863,8.951,0.545,41.93,2.1,0.59,Low,Yes
S0359,UK,55.6601,-3.1022,15.74,3.853,0.99,30.093,0.214,62.1,3.11,1.57,Moderate,Borderline
S0361,UK,52.2848,-1.0022,3.447,1.283,1.522,13.117,0.665,38.15,1.91,0.67,Low,Yes
S0364,UK,51.0138,3.4818,3.748,5.513,0.878,34.872,0.652,51.36,2.57,0.7,Low,Yes
S0367,UK,52.2782,1.2797,3.665,4.053,4.867,18.822,0.39,63.21,3.16,1.62,Moderate,Borderline
S0368,UK,51.561,0.4698,4.23,6.145,1.571,5.209,0.241,38.13,1.91,0.61,Low,Yes
S0369,UK,57.0055,-3.4927,1.004,2.447,0.423,21.666,0.35,25.39,1.27,0.43,Low,Yes
S0370,UK,47.7732,-2.2582,1.641,1.361,0.837,9.929,0.173,19.02,0.95,0.28,Low,Yes
S0372,UK,53.507,-1.3637,2.705,3.262,1.28,25.737,0.286,36.48,1.82,0.51,Low,Yes
S0374,UK,52.8515,-2.3712,2.075,6.687,1.674,34.438,0.565,53.76,2.69,0.69,Low,Yes
S0376,UK,51.0896,-3.1927,4.579,3.293,0.654,13.997,0.461,34.92,1.75,0.46,Low,Yes
S0377,UK,57.2726,-3.3888,2.225,5.806,0.498,15.288,0.115,27.8,1.39,0.58,Low,Yes
S0378,UK,52.9035,-2.4539,4.659,3.321,0.565,7.693,0.104,24.88,1.24,0.47,Low,Yes
S0381,UK,54.9051,-1.4734,3.543,6.769,1.18,32.286,0.557,52.55,2.63,0.68,Low,Yes
S0386,UK,52.9517,-4.3177,5.894,3.362,1.838,31.089,0.566,54.52,2.73,0.62,Low,Yes
S0392,UK,54.0878,-2.8108,5.444,1.512,1.232,12.098,1.085,48.66,2.43,1.08,Low,Yes
S0393,UK,52.5352,-0.1,2.17,14.614,3.127,30.025,0.127,68.96,3.45,1.46,Moderate,Borderline
S0394,UK,52.5575,0.0885,13.593,4.466,0.898,8.199,0.16,48.58,2.43,1.36,Low,Yes
S0399,UK,53.7211,-2.7376,3.811,6.908,0.535,28.072,1.028,56.79,2.84,1.03,Low,Yes
S0401,UK,50.7041,2.2615,6.629,2.993,1.678,11.144,1.31,61.09,3.05,1.31,Moderate,Borderline
S0405,UK,53.1546,-1.7045,3.21,3.524,1.938,22.462,0.619,47.75,2.39,0.65,Low,Yes
S0407,UK,52.0505,-1.7475,6.831,2.745,1.844,10.78,0.279,41.34,2.07,0.68,Low,Yes
S0411,UK,48.7749,-3.1138,6.753,4.479,0.802,73.142,0.15,60.07,3.0,1.46,Moderate,Borderline
S0413,UK,53.0386,-1.9257,2.546,5.157,2.092,21.147,0.343,44.67,2.23,0.7,Low,Yes
S0416,UK,45.2866,-0.2258,6.802,6.181,1.325,22.493,0.323,50.26,2.51,0.68,Low,Yes
S0419,UK,53.7956,-0.9081,3.668,6.9,1.526,23.22,1.477,70.14,3.51,1.48,Moderate,Borderline
S0420,UK,51.5271,0.0498,16.751,3.762,0.541,7.18,0.309,53.68,2.68,1.68,Low,Yes
S0421,UK,50.8347,-1.6212,2.738,2.281,1.567,16.0,0.686,40.6,2.03,0.69,Low,Yes
S0422,UK,52.1099,0.1959,1.408,2.601,1.7,30.346,0.512,41.73,2.09,0.61,Low,Yes
S0423,UK,54.4635,-3.0097,1.059,2.976,1.679,29.349,0.368,38.36,1.92,0.59,Low,Yes
S0424,UK,56.0441,-5.4611,4.658,1.938,1.323,19.233,0.448,38.67,1.93,0.47,Low,Yes
S0426,UK,52.1911,-1.0463,5.655,5.607,1.459,22.321,0.375,48.68,2.43,0.57,Low,Yes
S0427,UK,54.29,-2.9718,1.489,2.756,0.54,28.85,0.163,26.89,1.34,0.58,Low,Yes
S0429,UK,52.7813,-3.8505,3.31,4.662,1.579,27.078,0.483,46.96,2.35,0.54,Low,Yes
S0430,UK,54.9626,-2.4937,1.148,5.352,2.054,6.958,0.488,39.24,1.96,0.68,Low,Yes
S0431,UK,55.0569,-4.6153,6.895,12.898,1.788,67.076,0.381,85.96,4.3,1.34,Moderate,Borderline
S0432,UK,49.8312,1.1227,17.781,3.16,0.94,24.867,0.261,63.32,3.17,1.78,Moderate,Borderline
S0433,UK,55.0511,-4.533,1.239,6.218,1.108,7.309,0.593,37.08,1.85,0.62,Low,Yes
S0434,UK,57.5203,-2.8176,6.263,4.303,0.483,29.615,0.129,38.78,1.94,0.63,Low,Yes
S0435,UK,48.1897,-4.2841,4.279,5.54,0.636,73.512,1.039,74.06,3.7,1.47,Moderate,Borderline
S0439,UK,55.5615,-4.4538,2.055,3.966,0.681,27.769,0.647,40.63,2.03,0.65,Low,Yes
S0442,UK,54.4526,-0.8591,2.81,2.822,0.559,17.688,0.185,25.77,1.29,0.35,Low,Yes
S0444,UK,56.9179,-2.3316,4.417,6.95,1.545,34.399,0.512,57.03,2.85,0.7,Low,Yes
S0445,UK,53.4543,-1.5854,5.684,3.297,1.074,14.311,0.662,44.09,2.2,0.66,Low,Yes
S0446,UK,54.3966,-2.3442,5.425,1.404,1.942,26.632,1.3,63.26,3.16,1.3,Moderate,Borderline
S0447,UK,50.9832,-0.9195,5.938,4.914,1.373,5.507,0.262,38.3,1.92,0.59,Low,Yes
S0448,UK,56.5574,-5.6876,6.793,4.017,0.544,33.931,0.28,44.42,2.22,0.68,Low,Yes
S0449,UK,56.4268,-3.7534,3.27,3.053,1.433,9.996,0.593,38.06,1.9,0.59,Low,Yes
S0451,UK,54.4286,-1.9699,3.847,3.592,1.372,17.328,0.478,40.52,2.03,0.48,Low,Yes
S0452,UK,51.8002,-4.0094,5.416,4.036,2.028,30.914,0.557,55.93,2.8,0.68,Low,Yes
S0453,UK,50.4864,4.8218,13.381,5.308,1.618,29.394,0.226,64.44,3.22,1.34,Moderate,Borderline
S0456,UK,53.2542,-0.1202,6.714,4.789,0.533,7.974,0.368,37.11,1.86,0.67,Low,Yes
S0457,UK,52.3033,-3.4139,3.438,5.263,1.231,34.537,0.271,44.84,2.24,0.69,Low,Yes
S0459,UK,58.4131,-4.0985,5.108,2.434,1.04,5.59,0.679,37.83,1.89,0.68,Low,Yes
S0461,UK,55.7321,-2.386,3.439,3.903,1.934,33.095,0.575,52.32,2.62,0.66,Low,Yes
S0466,UK,55.754,-3.1107,1.773,1.607,0.941,12.011,0.241,22.66,1.13,0.31,Low,Yes
S0470,UK,53.8444,-2.409,4.265,3.139,2.038,12.747,0.375,40.99,2.05,0.68,Low,Yes
S0472,UK,57.9612,-4.6233,2.915,1.76,1.187,10.879,0.686,35.33,1.77,0.69,Low,Yes
S0480,UK,51.9201,-1.237,6.687,3.023,0.392,8.7,0.31,31.71,1.59,0.67,Low,Yes
S0481,UK,52.704,-0.8664,3.199,1.908,1.573,16.002,0.477,36.64,1.83,0.52,Low,Yes
S0484,UK,53.8468,-2.7407,4.299,4.981,0.688,30.546,0.685,49.07,2.45,0.69,Low,Yes
S0485,UK,55.1675,-1.9979,1.584,4.829,4.319,22.726,0.253,55.77,2.79,1.44,Low,Yes
S0486,UK,52.843,-0.6965,5.961,5.573,0.674,31.032,0.68,53.57,2.68,0.68,Low,Yes
S0489,UK,54.8603,-2.4416,5.341,14.945,1.217,15.783,0.216,59.32,2.97,1.49,Low,Yes
S0492,UK,47.6858,4.1265,6.67,1.389,0.732,18.664,0.314,34.74,1.74,0.67,Low,Yes
S0494,UK,52.5923,-1.9104,2.48,4.771,1.637,21.949,0.348,41.15,2.06,0.55,Low,Yes
S0495,UK,53.9559,-7.4045,2.977,6.142,1.888,85.544,0.297,70.98,3.55,1.71,Moderate,Borderline
S0497,UK,53.9383,-1.1324,1.349,3.616,2.006,13.049,0.533,39.18,1.96,0.67,Low,Yes
S0499,UK,55.4757,-1.8766,14.414,6.047,1.075,32.2,0.469,70.35,3.52,1.44,Moderate,Borderline
S0503,UK,52.0491,-0.1689,1.48,1.06,1.754,32.454,1.626,62.27,3.11,1.63,Moderate,Borderline
S0505,UK,57.1016,-3.2224,4.328,10.603,0.751,31.648,0.464,56.81,2.84,1.06,Low,Yes
S0506,UK,53.8823,-7.2644,1.517,4.017,1.096,20.655,0.105,28.74,1.44,0.41,Low,Yes
S0508,UK,47.8187,1.2729,3.521,17.05,0.44,32.601,0.322,63.56,3.18,1.71,Moderate,Borderline
S0509,UK,52.8932,-1.3586,5.015,11.528,1.723,14.05,0.613,62.45,3.12,1.15,Moderate,Borderline
S0510,UK,52.2423,-3.0463,2.512,4.49,1.374,29.213,0.17,38.25,1.91,0.58,Low,Yes
S0512,UK,52.2769,-0.9955,3.438,4.245,0.609,25.786,0.52,40.14,2.01,0.52,Low,Yes
S0513,UK,55.1957,-4.6083,4.148,3.028,1.357,18.494,0.576,42.32,2.12,0.58,Low,Yes
S0514,UK,53.099,-0.4692,3.464,6.378,1.846,30.95,0.207,48.51,2.43,0.64,Low,Yes
S0516,UK,52.0248,-0.6126,1.782,5.846,0.414,30.762,0.252,35.36,1.77,0.62,Low,Yes
S0518,UK,56.0316,-5.2387,5.819,5.445,0.94,13.841,0.547,45.27,2.26,0.58,Low,Yes
S0519,UK,52.8449,-7.604,5.908,4.271,1.926,11.962,0.594,49.86,2.49,0.64,Low,Yes
S0520,UK,51.5355,-2.5095,3.627,2.747,0.436,17.83,0.154,25.87,1.29,0.36,Low,Yes
S0521,Germany,50.4595,14.1144,2.342,3.068,1.314,5.115,0.663,34.89,1.74,0.66,Low,Yes
S0522,Germany,51.5255,7.1042,6.171,6.967,0.433,17.237,0.435,44.76,2.24,0.7,Low,Yes
S0523,Germany,54.6764,9.4498,4.434,2.721,0.588,13.556,0.643,36.51,1.83,0.64,Low,Yes
S0524,Germany,52.3052,9.0836,2.97,6.22,0.597,13.618,0.372,35.25,1.76,0.62,Low,Yes
S0525,Germany,50.5243,8.5391,3.891,2.896,1.875,29.153,0.43,46.34,2.32,0.62,Low,Yes
S0526,Germany,48.5127,5.1857,2.901,2.713,0.863,54.422,0.232,43.39,2.17,1.09,Low,Yes
S0527,Germany,55.0897,9.0891,5.437,3.002,3.031,28.866,0.179,52.21,2.61,1.01,Low,Yes
S0528,Germany,50.5289,15.5602,4.122,6.795,1.76,11.406,0.343,44.99,2.25,0.68,Low,Yes
S0529,Germany,51.0744,7.3471,6.511,1.939,1.414,34.041,0.2,43.94,2.2,0.68,Low,Yes
S0530,Germany,49.9347,6.1011,3.693,1.43,1.977,63.08,0.477,58.2,2.91,1.26,Low,Yes
S0531,Germany,51.7189,12.1992,1.431,14.259,0.846,10.39,0.675,54.68,2.73,1.43,Low,Yes
S0532,Germany,51.6242,7.8306,3.041,3.608,0.644,12.968,0.224,27.26,1.36,0.36,Low,Yes
S0533,Germany,53.0511,9.8403,6.59,3.149,1.218,32.023,0.33,47.01,2.35,0.66,Low,Yes
S0534,Germany,46.63,8.7352,15.147,11.848,1.743,19.492,0.687,87.15,4.36,1.51,Moderate,Borderline
S0535,Germany,48.9072,7.1378,2.037,6.465,1.042,6.454,0.44,35.33,1.77,0.65,Low,Yes
S0536,Germany,50.6953,8.5532,4.895,4.829,0.468,8.863,0.385,33.81,1.69,0.49,Low,Yes
S0537,Germany,50.9633,14.762,2.86,6.203,0.385,27.899,0.237,36.59,1.83,0.62,Low,Yes
S0538,Germany,43.1425,6.1284,1.043,3.159,1.519,33.679,0.34,38.8,1.94,0.67,Low,Yes
S0539,Germany,46.8783,12.9018,1.759,3.173,1.147,66.534,0.428,52.68,2.63,1.33,Low,Yes
S0540,Germany,53.1094,11.5996,11.553,4.22,1.803,14.096,0.382,56.84,2.84,1.16,Low,Yes
S0541,Germany,48.6396,7.6465,1.5,4.478,1.941,57.471,0.599,59.86,2.99,1.15,Low,Yes
S0542,Germany,47.2813,5.4914,11.93,2.249,1.751,10.746,0.619,56.71,2.84,1.19,Low,Yes
S0543,Germany,50.3411,8.066,5.486,5.901,1.727,89.373,0.33,76.64,3.83,1.79,Moderate,Borderline
S0544,Germany,47.3027,12.8574,4.515,3.674,0.777,21.131,0.57,41.41,2.07,0.57,Low,Yes
S0545,Germany,48.0817,11.2199,6.596,11.641,1.177,20.818,0.39,60.45,3.02,1.16,Moderate,Borderline
S0546,Germany,51.6297,9.2088,2.482,6.465,1.236,28.355,1.398,65.44,3.27,1.4,Moderate,Borderline
S0547,Germany,49.9678,8.8764,3.19,14.03,0.629,24.122,0.543,59.14,2.96,1.4,Low,Yes
S0548,Germany,49.8544,14.5174,3.905,1.11,1.413,7.574,0.654,35.56,1.78,0.65,Low,Yes
S0549,Germany,49.9805,7.3465,4.555,1.262,3.483,33.771,1.023,68.82,3.44,1.16,Moderate,Borderline
S0550,Germany,52.4585,9.0241,3.495,6.51,0.644,32.243,0.139,39.98,2.0,0.65,Low,Yes
S0551,Germany,53.571,10.4537,1.735,6.277,3.668,14.735,0.27,51.77,2.59,1.22,Low,Yes
S0552,Germany,48.1801,11.43,3.919,6.201,1.504,33.373,0.565,54.92,2.75,0.67,Low,Yes
S0553,Germany,51.4542,10.8954,5.523,3.658,1.686,33.871,0.262,48.39,2.42,0.68,Low,Yes
S0554,Germany,42.5009,14.0776,2.887,5.379,1.433,84.39,0.375,67.34,3.37,1.69,Moderate,Borderline
S0555,Germany,50.6804,5.1413,6.321,5.498,1.157,28.113,0.401,50.62,2.53,0.63,Low,Yes
S0557,Germany,52.3533,8.5998,4.251,5.597,2.005,9.066,0.168,40.05,2.0,0.67,Low,Yes
S0558,Germany,49.2702,7.7861,3.44,5.768,0.607,20.273,0.467,39.91,2.0,0.58,Low,Yes
S0559,Germany,51.8562,10.42,6.474,2.468,0.844,34.162,0.166,40.5,2.02,0.68,Low,Yes
S0560,Germany,50.5132,9.924,14.351,3.031,1.404,24.857,0.592,65.91,3.3,1.44,Moderate,Borderline
S0561,Germany,51.261,6.8916,15.348,6.177,1.762,32.43,0.642,80.61,4.03,1.53,Moderate,Borderline
S0562,Germany,49.1177,10.2192,1.263,3.667,0.643,5.012,0.148,19.11,0.96,0.37,Low,Yes
S0563,Germany,50.0397,2.7848,3.13,6.783,0.342,31.25,0.157,37.75,1.89,0.68,Low,Yes
S0565,Germany,47.2657,9.9205,6.87,3.925,1.451,17.909,1.731,73.05,3.65,1.73,Moderate,Borderline
S0566,Germany,49.444,12.5596,17.735,4.16,5.374,6.179,0.366,89.41,4.47,1.79,Moderate,Borderline
S0567,Germany,51.6152,5.1299,3.894,1.408,0.686,10.674,0.229,24.03,1.2,0.39,Low,Yes
S0568,Germany,51.0876,12.0939,3.114,1.299,1.478,33.321,0.516,42.33,2.12,0.67,Low,Yes
S0569,Germany,45.7583,10.2839,3.73,5.24,4.191,21.334,0.556,65.53,3.28,1.4,Moderate,Borderline
S0570,Germany,52.1365,12.0861,3.723,6.098,0.972,22.374,0.641,47.89,2.39,0.64,Low,Yes
S0571,Germany,48.657,10.7796,4.625,1.472,1.025,7.677,0.205,26.2,1.31,0.46,Low,Yes
S0573,Germany,51.9409,11.9981,15.525,4.434,0.955,25.088,0.205,60.42,3.02,1.55,Moderate,Borderline
S0574,Germany,46.5195,3.6282,2.525,3.912,0.849,7.577,0.218,25.92,1.3,0.39,Low,Yes
S0575,Germany,46.8552,4.6054,3.815,1.604,1.495,13.587,0.216,30.56,1.53,0.5,Low,Yes
S0576,Germany,49.0286,7.9068,2.678,11.074,1.461,26.238,0.254,52.82,2.64,1.11,Low,Yes
S0577,Germany,51.2891,6.9531,3.623,4.624,2.098,17.141,0.254,42.42,2.12,0.7,Low,Yes
S0578,Germany,53.1395,9.3138,3.21,3.301,1.471,15.024,0.123,31.3,1.56,0.49,Low,Yes
S0579,Germany,43.5065,10.939,3.983,1.077,1.104,9.147,0.398,29.1,1.45,0.4,Low,Yes
S0580,Germany,48.6454,15.3181,6.769,5.845,1.015,22.084,1.68,74.43,3.72,1.68,Moderate,Borderline
S0581,Germany,52.9377,6.7029,4.257,1.751,1.302,17.45,0.464,36.96,1.85,0.46,Low,Yes
S0583,Germany,57.264,12.1231,2.557,1.716,1.2,26.039,0.311,33.18,1.66,0.52,Low,Yes
S0584,Germany,47.29,8.7199,1.367,6.935,0.384,12.578,0.522,34.64,1.73,0.69,Low,Yes
S0586,Germany,51.0075,15.4272,6.365,1.331,0.368,21.269,1.135,49.05,2.45,1.14,Low,Yes
S0587,Germany,55.9599,11.8693,6.5,5.031,0.302,21.037,0.35,40.49,2.02,0.65,Low,Yes
S0588,Germany,48.6087,10.1228,2.152,5.349,0.512,89.897,0.269,59.75,2.99,1.8,Low,Yes
S0589,Germany,51.9209,6.289,6.424,5.022,1.425,11.336,0.207,41.07,2.05,0.64,Low,Yes
S0590,Germany,46.6939,8.2619,3.69,5.467,1.088,21.976,0.514,44.64,2.23,0.55,Low,Yes
S0591,Germany,53.3722,10.9168,3.643,5.504,1.386,34.508,0.126,43.86,2.19,0.69,Low,Yes
S0592,Germany,49.3413,10.461,1.143,2.996,0.773,25.674,0.22,28.1,1.41,0.51,Low,Yes
S0593,Germany,48.8565,10.46,16.499,5.514,1.589,19.31,0.123,64.8,3.24,1.65,Moderate,Borderline
S0594,Germany,51.0059,14.5986,3.145,4.857,1.868,28.093,0.63,52.29,2.61,0.63,Low,Yes
S0595,Germany,58.926,11.7943,5.496,17.5,1.254,19.473,0.561,73.36,3.67,1.75,Moderate,Borderline
S0596,Germany,47.6242,6.7194,17.049,2.54,1.985,17.433,0.306,65.5,3.28,1.7,Moderate,Borderline
S0597,Germany,46.9903,14.01,14.433,5.572,3.88,12.112,0.143,73.58,3.68,1.44,Moderate,Borderline
S0598,Germany,51.7928,9.879,4.324,1.032,1.925,7.884,0.66,39.9,1.99,0.66,Low,Yes
S0599,Germany,47.57,10.2624,1.005,1.525,1.946,74.15,0.198,51.65,2.58,1.48,Low,Yes
S0600,Germany,49.9657,4.3841,4.597,5.45,1.492,25.644,0.355,47.4,2.37,0.55,Low,Yes
S0601,Germany,48.4614,12.6497,6.29,2.179,0.458,26.4,0.475,40.05,2.0,0.63,Low,Yes
S0602,Germany,48.5301,9.2412,5.314,5.253,0.884,5.772,0.582,40.98,2.05,0.58,Low,Yes
S0603,Germany,42.503,13.4788,1.185,1.078,1.181,73.257,0.429,50.28,2.51,1.47,Low,Yes
S0605,Germany,53.1738,11.3455,11.785,1.339,1.077,20.478,0.664,54.9,2.74,1.18,Low,Yes
