Timestamp,Location,pH,Dissolved_Oxygen_mg_L,Turbidity_NTU,Conductivity_uS_cm,Arsenic_mg_L,Lead_mg_L,Cadmium_mg_L,Chromium_mg_L,Mercury_mg_L,Latitude,Longitude
1/9/2024 14:00,Location_7,6.25,5.68,6.06,461.98,0.0064,0.0394,0.009,0.0229,0.0056,18.62875,74.013203
1/9/2024 15:00,Location_8,7.66,9.15,5.64,572.1,0.0029,0.0084,0.0058,0.0432,0.0017,18.688588,73.968398
1/9/2024 16:00,Location_9,6.01,5.75,1.32,663.16,0.0153,0.0014,0.0035,0.0463,0.0041,18.620135,73.939218
1/9/2024 17:00,Location_10,6.4,9.46,1.04,171.71,0.0079,0.0315,0.0023,0.0012,0.002,18.714452,73.776857
1/9/2024 18:00,Location_11,7.37,8.52,1.5,795.12,0.0087,0.0488,0.0062,0.0026,0.0058,18.513062,73.788281
1/9/2024 19:00,Location_12,7.73,8.83,6.06,272.65,0.038,0.0166,0.0051,0.0479,0.0006,18.473565,73.718939
1/9/2024 20:00,Location_13,7.63,4.11,5.67,661.36,0.0008,0.0059,0.0099,0.0139,0.003,18.421567,73.796285
1/9/2024 21:00,Location_14,6.56,9.78,2.72,590.99,0.0279,0.0285,0.0098,0.0437,0.0026,18.629325,73.838177
1/9/2024 22:00,Location_15,7.78,8.36,6.56,1181.98,0.019,0.0453,0.0064,0.0194,0.002,18.67544,74.033258
1/9/2024 23:00,Location_16,6.59,5.83,8.29,1224.44,0.0253,0.0392,0.0044,0.006,0.0039,18.53046,73.846557
1/10/2024 0:00,Location_17,6.81,8.98,0.9,314.78,0.0281,0.0311,0.0049,0.004,0.0008,18.645434,74.001849
1/10/2024 1:00,Location_18,7.87,5.69,5.23,613.17,0.0157,0.0158,0.0068,0.0078,0.0043,18.420863,73.875777
1/10/2024 2:00,Location_19,7.62,9.24,7.05,622.69,0.0148,0.0271,0.001,0.0125,0.0059,18.439717,74.013947
1/10/2024 3:00,Location_20,8.12,4.68,2.9,311.97,0.0367,0.0046,0.0033,0.0244,0.0048,18.680702,74.090509
1/10/2024 4:00,Location_21,7.64,8.22,3.42,1217.83,0.0436,0.0339,0.0008,0.0351,0.0052,18.547228,73.795937
1/10/2024 5:00,Location_22,7.42,7.24,6.33,1090.12,0.0096,0.0363,0.0007,0.0493,0.0022,18.668534,74.044937
1/10/2024 6:00,Location_23,6.23,4.58,9.03,366.53,0.0049,0.0483,0.002,0.0221,0.0019,18.732688,73.94873
1/10/2024 7:00,Location_24,6.92,5.45,8.19,613.41,0.0449,0.013,0.0049,0.0259,0.0031,18.741049,74.026918
1/10/2024 8:00,Location_25,6.66,4.07,6.04,248.13,0.0175,0.0009,0.0078,0.0261,0.0003,18.468867,73.960634
1/10/2024 9:00,Location_26,6.61,6.81,7.44,979.49,0.0276,0.0273,0.0049,0.027,0.0057,18.594514,73.86958
1/10/2024 10:00,Location_27,8.43,5.81,3.97,269.92,0.018,0.0353,0.0034,0.0259,0.0009,18.693571,73.79123
1/10/2024 11:00,Location_28,6.98,7.59,6.59,1480.31,0.0063,0.0395,0.0008,0.0004,0.0054,18.709592,73.728014
1/10/2024 12:00,Location_29,8.23,5.78,4.93,1192.95,0.0295,0.0097,0.0055,0.0001,0.0005,18.71387,73.914207
1/10/2024 13:00,Location_30,7.58,5.8,2.3,646.33,0.0263,0.0131,0.0027,0.0049,0.0049,18.491267,74.09613
1/10/2024 14:00,Location_31,7.99,8.46,7.17,909.99,0.0101,0.0256,0.0061,0.0051,0.0009,18.477014,73.995217
1/10/2024 15:00,Location_32,7.26,4.29,5.79,1375.88,0.0226,0.0165,0.0098,0.0352,0.0002,18.636005,73.830938
1/10/2024 16:00,Location_33,7.44,9.42,3.91,875.74,0.0398,0.043,0.0011,0.0102,0.0043,18.696434,74.030882
1/10/2024 17:00,Location_34,7.23,9.11,9.16,344.3,0.0295,0.0237,0.0021,0.0447,0.0017,18.527656,74.007594
1/10/2024 18:00,Location_35,6.49,8.01,0.7,630.18,0.0048,0.04,0.0047,0.0464,0.0043,18.441882,73.812654
1/10/2024 19:00,Location_36,7.81,7.56,3.5,1280.4,0.0274,0.029,0.0097,0.0488,0.0033,18.686699,73.705723
1/10/2024 20:00,Location_37,6.7,9.35,1.04,1001.9,0.0351,0.0387,0.0077,0.047,0.0007,18.519879,73.747265
1/10/2024 21:00,Location_38,6.06,5.11,7.78,1011.01,0.0396,0.0166,0.009,0.0136,0.0056,18.466545,74.050922
1/10/2024 22:00,Location_39,7.61,4.47,7.17,1313.55,0.0315,0.0416,0.0033,0.0255,0.0027,18.459089,74.034625
1/10/2024 23:00,Location_40,6.44,5.44,3.65,1351.56,0.0076,0.0137,0.0099,0.0088,0.0044,18.525964,73.818084
1/11/2024 0:00,Location_41,8.35,8.77,6.92,1387.71,0.0355,0.0273,0.001,0.0403,0.003,18.637071,73.814078
1/11/2024 1:00,Location_42,8.38,4.21,4.26,232.79,0.0339,0.0107,0.0005,0.0444,0.0036,18.543361,74.017146
1/11/2024 2:00,Location_43,8.29,7.5,7.68,861.78,0.0012,0.0238,0.0086,0.0426,0.0018,18.408265,74.075095
1/11/2024 3:00,Location_44,6.93,9.97,4.81,1136.71,0.0206,0.0159,0.0093,0.0217,0.0012,18.438763,74.011655
1/11/2024 4:00,Location_45,6.04,9.13,4.42,1159.7,0.0166,0.0133,0.0009,0.0379,0.0033,18.516201,73.942231
1/11/2024 5:00,Location_46,8.32,7.13,9.38,949.4,0.0335,0.0483,0.0011,0.0049,0.0026,18.663882,73.797069
1/11/2024 6:00,Location_47,7.07,4.38,2.88,333.5,0.0108,0.008,0.0003,0.002,0.0023,18.439406,73.910299
1/11/2024 7:00,Location_48,8.42,8.99,1.64,1216.39,0.0295,0.0394,0.001,0.0377,0.004,18.624263,73.793405
1/11/2024 8:00,Location_49,8.41,7.59,6.05,1108.16,0.0457,0.0492,0.0021,0.0213,0.0041,18.447954,74.023205
1/11/2024 9:00,Location_50,8.13,4.69,9.71,220.59,0.0399,0.001,0.0097,0.0498,0.0003,18.484646,73.854784
1/11/2024 10:00,Location_1,6.74,4.56,4.09,749.33,0.0461,0.035,0.0067,0.0049,0.002,18.468875,74.033479
1/11/2024 11:00,Location_2,6.96,9.46,1.09,343.57,0.0489,0.0126,0.0078,0.0428,0.0025,18.426891,73.852644
1/11/2024 12:00,Location_3,8.13,8.02,3.72,572.47,0.0005,0.002,0.0078,0.024,0.0006,18.668532,74.02966
1/11/2024 13:00,Location_4,6.79,8.98,5.31,125.31,0.0311,0.0201,0.0054,0.0414,0.0014,18.585361,73.833327
1/11/2024 14:00,Location_5,6.42,9.27,2.04,660.46,0.0206,0.0468,0.008,0.0409,0.0003,18.732421,73.876053
1/11/2024 15:00,Location_6,7.39,7.43,6.75,869.83,0.043,0.0006,0.006,0.0458,0.006,18.439556,73.946195
1/11/2024 16:00,Location_7,8.34,7.1,9.98,967.42,0.0126,0.0294,0.0031,0.0149,0.0044,18.457893,73.728115
1/11/2024 17:00,Location_8,7.74,6.58,4.79,1028.89,0.0491,0.0251,0.0056,0.0475,0.0005,18.522583,74.079283
1/11/2024 18:00,Location_9,7.43,5.9,3.87,1270.81,0.0307,0.0437,0.0053,0.0076,0.0001,18.706346,73.929442
1/11/2024 19:00,Location_10,6.24,6.61,4.31,401.65,0.0397,0.0042,0.0082,0.0041,0.0043,18.522304,73.903128
1/11/2024 20:00,Location_11,7.54,8.64,1.59,268.67,0.0043,0.0341,0.0098,0.0216,0.0026,18.563367,74.035758
1/11/2024 21:00,Location_12,8.48,7.61,8.89,1292.15,0.0092,0.034,0.0041,0.0414,0.0047,18.520641,74.046305
1/11/2024 22:00,Location_13,6.35,9.36,4.44,319.26,0.0379,0.0335,0.0076,0.0237,0.0055,18.43209,73.908904
1/11/2024 23:00,Location_14,7.3,6.66,4.18,1464.66,0.0011,0.0471,0.001,0.0415,0.0036,18.775773,74.070905
1/12/2024 0:00,Location_15,8.19,7.64,6.77,1279.55,0.0408,0.0412,0.0078,0.0365,0.0011,18.619416,73.725895
1/12/2024 1:00,Location_16,7.85,7.79,4.7,801.23,0.0007,0.0021,0.0037,0.0105,0.0047,18.715133,73.74529
1/12/2024 2:00,Location_17,7.74,7.55,6.66,1473.99,0.0329,0.0236,0.0004,0.0474,0.0057,18.663343,73.938715
1/12/2024 3:00,Location_18,7.76,8.22,1.08,236.33,0.0183,0.0199,0.0036,0.003,0.0035,18.605702,73.841626
1/12/2024 4:00,Location_19,6.9,5.42,8.23,524.29,0.0306,0.0155,0.0061,0.0449,0.0041,18.435871,73.88569
1/12/2024 5:00,Location_20,6.73,7.07,9.43,993.51,0.0348,0.0226,0.0012,0.0152,0.002,18.657093,73.831232
1/12/2024 6:00,Location_21,8.02,4.63,6.66,590.01,0.0171,0.0192,0.0092,0.025,0.0023,18.462148,73.86189
1/12/2024 7:00,Location_22,8.03,6.31,9.57,1399.72,0.0054,0.0216,0.0008,0.0211,0.0044,18.565753,74.029059
1/12/2024 8:00,Location_23,8.17,6.93,1.94,191.88,0.0035,0.049,0.0093,0.0086,0.0056,18.651645,73.93739
1/12/2024 9:00,Location_24,8.28,7.91,5.04,869.18,0.0294,0.0044,0.0071,0.0179,0.0038,18.712892,74.098938
1/12/2024 10:00,Location_25,7.28,9.7,6.22,927.21,0.026,0.0461,0.0033,0.0096,0.0047,18.674018,74.014752
1/12/2024 11:00,Location_26,7.25,7.6,6.03,1013.82,0.0371,0.024,0.0039,0.0102,0.001,18.668613,73.809467
1/12/2024 12:00,Location_27,8,8.46,4.31,457.93,0.0255,0.0312,0.0074,0.0094,0.0013,18.459617,73.805738
1/12/2024 13:00,Location_28,7.62,7.04,3.71,610.39,0.0211,0.0415,0.006,0.0245,0.0032,18.538451,73.834359
1/12/2024 14:00,Location_29,7.75,7.8,1.7,1281.15,0.0199,0.018,0.0067,0.0399,0.0011,18.417165,74.037304
1/12/2024 15:00,Location_30,7.99,4.43,4.22,372.92,0.0013,0.0215,0.0039,0.0284,0.0038,18.687791,73.710915
1/12/2024 16:00,Location_31,8.23,5.53,2.05,1257.61,0.0168,0.0205,0.0049,0.0447,0.0017,18.781034,73.792073
1/12/2024 17:00,Location_32,6.84,6.17,7.48,887.72,0.0488,0.0187,0.0099,0.0318,0.0047,18.505644,74.061967
1/12/2024 18:00,Location_33,6.94,6.83,2.48,1167.06,0.0437,0.0463,0.0021,0.0345,0.0048,18.435079,73.955959
1/12/2024 19:00,Location_34,6.23,4.27,1.06,1099.05,0.0165,0.0414,0.0042,0.0334,0.0028,18.590228,73.790739
1/12/2024 20:00,Location_35,7.45,4.84,5.75,390.52,0.0294,0.0054,0.0029,0.0225,0.0011,18.742679,73.787658
1/12/2024 21:00,Location_36,6.09,5.66,6.15,896.34,0.0424,0.0054,0.0077,0.0345,0.0039,18.62079,74.045047
1/12/2024 22:00,Location_37,7.16,9.83,8.78,1314.81,0.0221,0.0214,0.0076,0.0035,0.006,18.418711,74.057503
1/12/2024 23:00,Location_38,7.36,5.99,5.98,704.96,0.0009,0.0049,0.0029,0.043,0.0037,18.789709,73.802452
1/13/2024 0:00,Location_39,6.72,6.89,3.78,1453.23,0.0037,0.031,0.0008,0.0389,0.0002,18.73146,73.868204
1/13/2024 1:00,Location_40,7.48,5.18,8.13,733.1,0.0255,0.0072,0.0001,0.0123,0.0001,18.452638,74.033838
1/13/2024 2:00,Location_41,6.08,7.66,5.63,299.9,0.0485,0.0261,0.0043,0.0384,0.0019,18.768719,74.008403
1/13/2024 3:00,Location_42,6.09,5.68,1.25,645.21,0.0347,0.0004,0.0041,0.0006,0.0012,18.580275,74.025566
1/13/2024 4:00,Location_43,8.06,5.24,5.88,1432.38,0.0035,0.0158,0.0099,0.0109,0.0049,18.548759,73.907359
1/13/2024 5:00,Location_44,6.9,7.1,9.13,547.61,0.0095,0.0339,0.0047,0.0033,0.0051,18.584421,74.06462
1/13/2024 6:00,Location_45,6.32,4.03,4.26,1315.34,0.0386,0.0242,0.0026,0.039,0.0016,18.733829,73.830381
1/13/2024 7:00,Location_46,7.31,4.05,3.32,1333.75,0.0421,0.0489,0.0089,0.0378,0.002,18.663792,73.762669
1/13/2024 8:00,Location_47,7.92,5.31,1.86,590.26,0.0309,0.0437,0.0049,0.0407,0.0014,18.423699,73.983493
1/13/2024 9:00,Location_48,6.54,4.22,1.94,216.56,0.0322,0.018,0.006,0.0002,0.0055,18.783042,73.915742
1/13/2024 10:00,Location_49,7.56,4.65,4.61,1114.38,0.0014,0.0023,0.001,0.0251,0.003,18.459114,74.041834
1/13/2024 11:00,Location_50,6.21,6.03,6.16,536.12,0.0414,0.0423,0.0038,0.0352,0.0039,18.698227,73.732464
1/13/2024 12:00,Location_1,6.13,8.82,1.27,1196.09,0.0394,0.0456,0.0094,0.0078,0.0025,18.654455,74.037477
1/13/2024 13:00,Location_2,7.33,7.43,9.43,719.72,0.013,0.041,0.0059,0.0325,0.0038,18.475011,73.817318
1/13/2024 14:00,Location_3,7.35,7.08,7.67,779.37,0.0354,0.0064,0.0034,0.0042,0.0023,18.468293,73.961942
1/13/2024 15:00,Location_4,7.59,5.76,6.07,1189.07,0.0107,0.0499,0.0063,0.0091,0.002,18.748131,73.716052
1/13/2024 16:00,Location_5,7.82,9.59,8.37,635.31,0.002,0.0129,0.0091,0.0238,0.0038,18.567878,73.943833
1/13/2024 17:00,Location_6,8.44,6.38,1.26,720.38,0.0101,0.0362,0.0027,0.0327,0.0035,18.661831,73.986909
1/13/2024 18:00,Location_7,7.29,4.52,5.03,626.67,0.0089,0.0454,0.0051,0.0073,0.0018,18.601628,73.8475
1/13/2024 19:00,Location_8,6.81,7.7,6.49,614.28,0.0169,0.0118,0.0096,0.0093,0.0009,18.690941,73.786164
1/13/2024 20:00,Location_9,7.99,4.68,8.37,836.33,0.0209,0.0454,0.0017,0.0102,0.0022,18.591697,73.915052
1/13/2024 21:00,Location_10,6.68,6.07,7.94,1232.32,0.0254,0.0155,0.0072,0.0119,0.0025,18.514952,74.033276
1/13/2024 22:00,Location_11,7.1,7.04,3.13,606.48,0.0238,0.0488,0.0061,0.0113,0.0038,18.545353,73.829419
1/13/2024 23:00,Location_12,6.2,9.25,9.44,833.96,0.0135,0.0141,0.0068,0.0198,0.0055,18.743631,73.800988
1/14/2024 0:00,Location_13,6.06,6.96,1.68,1039.02,0.0015,0.0477,0.0035,0.0327,0.0002,18.587214,73.811574
1/14/2024 1:00,Location_14,8.41,8.21,8.81,477.22,0.0303,0.0027,0.0031,0.0219,0.0015,18.48538,74.079653
1/14/2024 2:00,Location_15,8.09,9.96,9.72,488.53,0.0198,0.0355,0.0068,0.0388,0.0012,18.773842,73.843711
1/14/2024 3:00,Location_16,7.74,4.79,2.18,1406.78,0.0149,0.0266,0.0022,0.036,0.003,18.71864,73.701442
1/14/2024 4:00,Location_17,7.02,5.65,7.36,1112.95,0.0433,0.0239,0.0042,0.0063,0.0026,18.422266,74.012672
1/14/2024 5:00,Location_18,6.43,6.37,0.88,908.06,0.0373,0.0112,0.0019,0.0024,0.0044,18.799577,73.97971
1/14/2024 6:00,Location_19,6.39,6.53,4.35,1006.81,0.0429,0.0353,0.0001,0.0439,0.0015,18.677971,73.751427
1/14/2024 7:00,Location_20,6.63,6.47,5.4,141.02,0.0247,0.0095,0.0097,0.004,0.0036,18.464107,74.093962
1/14/2024 8:00,Location_21,7.37,9.45,6.02,965.34,0.0065,0.0276,0.0043,0.0074,0.0053,18.494867,73.943225
1/14/2024 9:00,Location_22,7.79,8.28,9.39,813.31,0.0348,0.0127,0.0097,0.0011,0.0055,18.676978,73.900312
1/14/2024 10:00,Location_23,7.65,7.65,6.89,864.05,0.0103,0.0478,0.0014,0.0314,0.0058,18.711904,73.852888
1/14/2024 11:00,Location_24,6.7,5.86,5.07,603.19,0.0221,0.0014,0.0059,0.0291,0.0046,18.495614,74.059469
1/14/2024 12:00,Location_25,8.39,8.94,8.19,214.06,0.0033,0.01,0.002,0.0493,0.0054,18.502788,73.797585
1/14/2024 13:00,Location_26,7.84,9.73,9.53,370.67,0.0413,0.0121,0.0079,0.0443,0.0014,18.522848,73.814308
1/14/2024 14:00,Location_27,7.39,8.93,0.71,1431.04,0.0063,0.0207,0.0078,0.0205,0.0012,18.639207,73.748964
1/14/2024 15:00,Location_28,7.53,4.01,9.83,672.18,0.0452,0.0116,0.0011,0.0186,0,18.468726,74.003648
1/14/2024 16:00,Location_29,7.05,7.82,1.32,753.36,0.0432,0.0246,0.0091,0.0148,0.0042,18.441697,73.93822
1/14/2024 17:00,Location_30,6.62,4.31,8.24,173.79,0.0232,0.0436,0.0019,0.0076,0.0056,18.671546,73.943626
1/14/2024 18:00,Location_31,6.89,5.55,3.16,152.59,0.0372,0.0356,0.0061,0.0069,0.0011,18.711639,73.787388
1/14/2024 19:00,Location_32,7.89,4.36,1.76,1104.05,0.031,0.029,0.0099,0.0066,0.0038,18.600372,73.960467
1/14/2024 20:00,Location_33,6.04,7.62,4.68,853.33,0.0402,0.0045,0.0088,0.0057,0.0045,18.545533,74.006183
1/14/2024 21:00,Location_34,6.29,8.12,6.62,812.19,0.0216,0.0347,0.0096,0.012,0.0056,18.572817,73.843155
1/14/2024 22:00,Location_35,6.12,4.69,4.12,440.37,0.0393,0.0083,0.0034,0.0153,0.0039,18.555363,74.020539
1/14/2024 23:00,Location_36,6.1,6.3,1.02,1142.65,0.0231,0.0393,0.0011,0.0481,0.0058,18.783994,73.839516
1/15/2024 0:00,Location_37,8.14,6.74,6.19,335.53,0.047,0.0125,0.0019,0.0289,0.0021,18.707236,74.003255
1/15/2024 1:00,Location_38,7.76,6.21,9.07,365.91,0.0243,0.0209,0.005,0.0494,0.0021,18.483235,73.713492
1/15/2024 2:00,Location_39,7.19,4.73,4.14,745,0.0231,0.0175,0.0079,0.0186,0.0033,18.553676,73.920466
1/15/2024 3:00,Location_40,6.24,6.51,2.56,500.79,0.0393,0.0429,0.0015,0.0229,0.0023,18.617605,74.087811
1/15/2024 4:00,Location_41,7.23,8.51,4.7,446.45,0.0411,0.0063,0.0066,0.0162,0,18.645194,74.092498
1/15/2024 5:00,Location_42,7.18,4.43,0.96,1003.33,0.0277,0.0283,0.0032,0.0091,0.0044,18.587274,73.812701
1/15/2024 6:00,Location_43,6.43,4.48,8.29,1011.36,0.009,0.0071,0.0034,0.0072,0.0045,18.724051,73.87656
1/15/2024 7:00,Location_44,7.08,6.13,8.35,1254.32,0.0234,0.0352,0.0066,0.0473,0.0045,18.707042,73.725191
1/15/2024 8:00,Location_45,7,9.65,6.09,684.79,0.0484,0.0453,0.0047,0.0493,0.0021,18.602063,74.049337
1/15/2024 9:00,Location_46,7.54,8.01,3.85,202.32,0.0376,0.0217,0.0081,0.0022,0.0031,18.741772,73.927429
1/15/2024 10:00,Location_47,7.59,8.07,8.1,483.13,0.0406,0.0244,0.0016,0.0075,0.0022,18.700436,73.85404
1/15/2024 11:00,Location_48,6.11,6.17,5.77,1472.01,0.0016,0.0464,0.0079,0.0212,0.0001,18.711433,73.745108
1/15/2024 12:00,Location_49,6.94,7.56,8.35,934.76,0.0234,0.026,0.0006,0.0093,0.0034,18.78256,74.078707
1/15/2024 13:00,Location_50,7.56,4.06,6.5,1093.63,0.0323,0.0244,0.0019,0.0182,0.0007,18.506587,73.912088
1/15/2024 14:00,Location_1,7.26,7.82,7.95,110.3,0.0415,0.0289,0.0066,0.0065,0.0005,18.507059,73.813171
1/15/2024 15:00,Location_2,8.14,9.48,6.19,825.49,0.0025,0.0345,0.0085,0.0228,0.0045,18.755581,73.840086
1/15/2024 16:00,Location_3,7.65,7.68,4.43,152.54,0.0426,0.0053,0.0025,0.0136,0.0001,18.708891,73.808279
1/15/2024 17:00,Location_4,6.41,9.24,9.6,896.92,0.0274,0.0411,0.0033,0.0176,0.0058,18.770618,73.940724
1/15/2024 18:00,Location_5,6.18,8.34,5.64,1389.08,0.0099,0.0218,0.0054,0.0047,0.0031,18.425252,74.071985
1/15/2024 19:00,Location_6,7.61,4.72,6.25,1455.79,0.0159,0.0036,0.0021,0.0214,0.0059,18.651103,74.042678
1/15/2024 20:00,Location_7,6.07,9.41,2.59,856.77,0.0141,0.0393,0.0081,0.0492,0.0003,18.457851,73.884152
1/15/2024 21:00,Location_8,7.46,4.4,6.44,741.49,0.0265,0.0188,0.0077,0.0164,0.0035,18.601559,74.0306
1/15/2024 22:00,Location_9,8.35,7.2,5.93,1423.02,0.0026,0.005,0.0015,0.0438,0.0021,18.462299,73.869242
1/15/2024 23:00,Location_10,7.44,4.85,2.26,1043.05,0.0079,0.0317,0.0046,0.0422,0.0051,18.451231,73.800923
1/16/2024 0:00,Location_11,6.97,4.07,1.07,190.86,0.0406,0.044,0.0077,0.0476,0.0022,18.404867,74.093366
1/16/2024 1:00,Location_12,7.61,6.53,6.24,752.02,0.0066,0.0444,0.0034,0.0395,0.0016,18.652096,73.821555
1/16/2024 2:00,Location_13,7.15,5.77,7.76,436.34,0.0117,0.0479,0.0063,0.033,0.0051,18.543609,73.82949
1/16/2024 3:00,Location_14,7.36,6.92,5.47,757.73,0.0227,0.0434,0.0005,0.0428,0.0022,18.442075,74.095877
1/16/2024 4:00,Location_15,8.35,7.46,2.65,737.65,0.0259,0.0001,0.0061,0.0038,0.0001,18.529135,73.753571
1/16/2024 5:00,Location_16,6.97,4.26,6.83,915,0.0382,0.019,0.0015,0.0231,0.0023,18.467578,74.004214
1/16/2024 6:00,Location_17,8.4,4.74,1.26,599.48,0.0224,0.0409,0.0083,0.0495,0.0039,18.776678,74.074325
1/16/2024 7:00,Location_18,8.26,7.35,4.7,329.98,0.0395,0.0183,0.0036,0.0385,0.0015,18.528002,73.904718
1/16/2024 8:00,Location_19,6.49,6.06,2.05,805.21,0.0309,0.0301,0.0028,0.0481,0.0026,18.533581,73.701009
1/16/2024 9:00,Location_20,6.17,8.38,2.25,1262.28,0.0057,0.0303,0.0084,0.039,0.0003,18.735943,73.850024
1/16/2024 10:00,Location_21,6.25,7.91,2.42,1029.62,0.0078,0.0183,0.0005,0.0437,0.0035,18.659102,73.744628
1/16/2024 11:00,Location_22,6.05,9.07,4.17,573.72,0.0219,0.0452,0.004,0.0353,0.0045,18.684069,73.866475
1/16/2024 12:00,Location_23,6.24,8.15,0.99,1409.73,0.0198,0.0252,0.0037,0.038,0.0025,18.654401,74.016011
1/16/2024 13:00,Location_24,7.71,6.58,4.28,1377.09,0.0372,0.0232,0.0028,0.0262,0.0025,18.778479,73.875485
1/16/2024 14:00,Location_25,6.18,8.04,5.36,393.09,0.029,0.0499,0.0091,0.0462,0.0005,18.4828,73.87277
1/16/2024 15:00,Location_26,6.8,5.65,5.09,155.18,0.0194,0.0247,0.0075,0.0413,0.0012,18.795616,73.922716
1/16/2024 16:00,Location_27,8.11,5.84,4.14,1137.83,0.0085,0.0089,0.0006,0.0422,0.0009,18.732382,73.932676
1/16/2024 17:00,Location_28,6.06,8.73,8.47,1258.65,0.0113,0.0257,0.0071,0.0337,0.0029,18.635589,74.042519
1/16/2024 18:00,Location_29,8.04,6.68,1.88,1455.01,0.0288,0.0407,0.0053,0.0152,0.0032,18.664949,73.823342
1/16/2024 19:00,Location_30,6.7,8.79,5.3,1345.77,0.0212,0.0388,0.009,0.0018,0.0057,18.65953,74.028669
1/16/2024 20:00,Location_31,6.3,8.93,1.09,940.75,0.0257,0.0394,0.0031,0.0468,0.0004,18.423358,73.926373
1/16/2024 21:00,Location_32,7.74,9.15,1.18,842.07,0.0085,0.0354,0.0057,0.0293,0.0036,18.487207,73.820212
1/16/2024 22:00,Location_33,7.57,9.5,5.95,138.98,0.0331,0.0127,0.005,0.0149,0.0032,18.784588,73.81805
1/16/2024 23:00,Location_34,8.19,6.59,5.88,445.32,0.0426,0.0431,0.0049,0.0075,0.0031,18.613746,73.844455
1/17/2024 0:00,Location_35,7.84,5.91,8.84,743.46,0.0129,0.0447,0.0046,0.0415,0.0052,18.551341,73.949077
1/17/2024 1:00,Location_36,8.01,7.49,5.8,979.91,0.0246,0.0097,0.0021,0.0418,0.0012,18.704815,73.792325
1/17/2024 2:00,Location_37,6.71,6.23,9.62,880.15,0.0488,0.0065,0.0076,0.0407,0.0002,18.609808,74.068133
1/17/2024 3:00,Location_38,6.44,7.61,0.96,1139.69,0.0167,0.0488,0.0045,0.0323,0.004,18.405265,73.929965
1/17/2024 4:00,Location_39,7.88,8.23,1.43,491.67,0.0298,0.0434,0.0096,0.0183,0.0021,18.694495,74.068006
1/17/2024 5:00,Location_40,8.02,8.13,0.92,890.93,0.0045,0.0447,0.0026,0.0152,0.0001,18.692887,73.718562
1/17/2024 6:00,Location_41,8.48,6.25,2.26,223.4,0.0303,0.0443,0.0068,0.0004,0.0015,18.466059,73.837045
1/17/2024 7:00,Location_42,7.03,5,5.64,679.13,0.0045,0.0271,0.0094,0.0417,0.0019,18.782664,73.709123
1/17/2024 8:00,Location_43,6.93,6.58,6.63,1150.23,0.048,0.0323,0.0066,0.0044,0.0037,18.489563,73.808901
1/17/2024 9:00,Location_44,7.94,4.86,0.93,1070.76,0.0358,0.0273,0.0087,0.0315,0.001,18.5831,74.044803
1/17/2024 10:00,Location_45,6.85,9.34,9.49,1486.9,0.0394,0.0026,0.0083,0.0252,0.0025,18.445894,73.714644
1/17/2024 11:00,Location_46,8.33,6.08,8.5,489.05,0.0352,0.0373,0.0036,0.0263,0.0029,18.641313,73.874459
1/17/2024 12:00,Location_47,8.15,4.93,3.32,797.47,0.0295,0.0253,0.006,0.0463,0.0028,18.55018,73.747027
1/17/2024 13:00,Location_48,7.07,4.15,1.23,561.34,0.0225,0.0324,0.0016,0.0016,0.0058,18.541269,73.866736
1/17/2024 14:00,Location_49,7.88,7.87,2.11,716.84,0.0429,0.0251,0.0054,0.0387,0.0003,18.730791,74.035541
1/17/2024 15:00,Location_50,7.89,7.82,1.71,1299.73,0.0478,0.0246,0.0023,0.0026,0.0057,18.403825,73.949228
1/17/2024 16:00,Location_1,6.26,6.04,1.67,1057.89,0.025,0.0086,0.0074,0.0019,0.0035,18.719179,73.994703
1/17/2024 17:00,Location_2,8.26,4.43,5.43,1335.42,0.0466,0.0139,0.0053,0.0215,0.0048,18.628579,73.839642
1/17/2024 18:00,Location_3,7.26,6.46,2.84,384.92,0.0292,0.0079,0.0041,0.0032,0.0026,18.794439,74.077759
1/17/2024 19:00,Location_4,8.07,5.87,3.9,1322.71,0.0269,0.0098,0.0027,0.0395,0.0027,18.635777,73.983705
1/17/2024 20:00,Location_5,6.8,8.06,9.9,183.67,0.0227,0.0486,0.01,0.0265,0.0053,18.422152,73.86872
1/17/2024 21:00,Location_6,8.24,7.63,7,1344.04,0.0105,0.0077,0.0007,0.0015,0.0054,18.420258,73.870586
1/17/2024 22:00,Location_7,6.97,6.19,9.52,560.7,0.0002,0.0135,0.0004,0.002,0.0014,18.753261,74.067474
1/17/2024 23:00,Location_8,6.03,5.31,1.85,540.42,0.0121,0.0295,0.0022,0.0306,0.0012,18.736486,73.930562
1/18/2024 0:00,Location_9,8.26,9.93,4.13,816.92,0.0255,0.0305,0.0097,0.0403,0.003,18.538356,73.982552
1/18/2024 1:00,Location_10,6.23,6.72,5.77,1416.97,0.019,0.0077,0.0098,0.0219,0.0054,18.647213,73.866814
1/18/2024 2:00,Location_11,6.8,8.13,1.23,166.89,0.0224,0.0397,0.0065,0.0277,0.0019,18.595837,73.789477
1/18/2024 3:00,Location_12,8.38,4.84,0.54,593.12,0.049,0.0393,0.0088,0.04,0.0039,18.786866,73.989424
1/18/2024 4:00,Location_13,8.38,6.91,6.87,1299.2,0.0175,0.0119,0.0021,0.0305,0.0042,18.779984,73.94313
